#data/Backgrounds/Industrial/
platform2,2.9697766,-9.1,1.6,0.1,1
platform3,10.001741,-7.05,1.6,0.1,2
platform11,17.141258,-5.05,1.6,0.1,3
platform10,24.228964,-4.1,1.6,0.1,4
platform11,31.155005,-3.1000001,1.6,0.1,5
platform8,40.415943,-3.15,1.6,0.1,6
platform8,49.875717,-3.2,1.6,0.1,7
platform10,81.982056,-3.1000001,1.6,0.1,8
platform9,85.22814,-3.1000001,1.6,0.1,9
platform9,60.823322,-3.15,1.6,0.1,10
platform11,71.29335,-3.1000001,1.6,0.1,11
platform10,88.5036,-3.1000001,1.6,0.1,12
pickupDoubleJump,85.35655,-1.65,0.5,0.5,13
platform8,103.55086,-3.15,1.6,0.1,14
platform8,117.6568,-3.25,1.6,0.1,15
platform11,131.68724,-3.2,1.6,0.1,16
platform9,140.38101,0.0,1.6,0.1,17
platform9,149.72113,3.45,1.6,0.1,18
platform8,140.44638,5.55,1.6,0.1,19
platform11,130.10391,7.2000003,1.6,0.1,20
pickupLoot Bag,130.0085,8.1,0.5,0.5,21
platform8,127.16475,7.2000003,1.6,0.1,22
platform11,124.11475,7.2000003,1.6,0.1,23
pickupLoot Bag,127.10438,8.05,0.5,0.5,24
pickupLoot Bag,124.12417,8.05,0.5,0.5,25
pickupLoot Bag,154.802,1.8000001,0.5,0.5,26
platform8,159.89111,3.05,1.6,0.1,27
pickupLoot Bag,165.30313,1.25,0.5,0.5,28
pickupLoot Bag,169.88379,3.45,0.5,0.5,29
platform8,172.42697,-0.5,1.6,0.1,30
platform11,186.61131,-0.55,1.6,0.1,31
pickupLoot Treasure Sack,177.47725,2.95,0.5,0.5,32
pickupLoot Treasure Sack,182.47725,2.9,0.5,0.5,33
platform8,195.19397,1.6,1.6,0.1,34
platform10,202.46776,3.75,1.6,0.1,35
platform10,209.35841,6.0,1.6,0.1,36
pickupLoot Bag,215.17847,9.45,0.5,0.5,37
pickupLoot Bag,216.95816,6.6,0.5,0.5,38
pickupLoot Bag,218.92738,3.9,0.5,0.5,39
pickupLoot Bag,220.92738,6.15,0.5,0.5,40
pickupLoot Bag,223.09549,7.4500003,0.5,0.5,41
pickupLoot Bag,225.04549,5.4500003,0.5,0.5,42
platform8,226.79843,2.8500001,1.6,0.1,43
platform4,231.86107,-7.0,1.6,0.1,44
pickupLoot Treasure Sack,230.48994,6.7000003,0.5,0.5,45
pickupLoot Treasure Sack,232.1249,4.9,0.5,0.5,46
