#data/Backgrounds/Lava/
platform2,-11.922736,-6.15,1.6,0.1,1
pickupLoot Goblet,-7.0325413,-2.5,0.5,0.5,2
platform7,-3.1972795,-6.15,1.6,0.1,3
platform5,7.3609138,-6.1,1.6,0.1,4
pickupLoot Treasure Sack,2.4735312,-6.55,0.5,0.5,5
platform7,21.887987,-6.1,1.6,0.1,6
pickupLoot Bag,12.573775,-1.5500001,0.5,0.5,7
pickupLoot Bag,13.673775,-3.25,0.5,0.5,8
pickupLoot Bag,14.990791,-5.0,0.5,0.5,9
pickupLoot Bag,16.221659,-6.4500003,0.5,0.5,10
pickupLoot Bag,17.240255,-5.05,0.5,0.5,11
pickupLoot Bag,18.390255,-3.55,0.5,0.5,12
pickupLoot Bag,20.090256,-4.9,0.5,0.5,13
platform7,35.36902,-6.15,1.6,0.1,14
platform10,35.35332,-1.15,1.6,0.1,15
platform9,35.420277,3.8500001,1.6,0.1,16
platform6,57.525272,-7.1,1.6,0.1,17
pickupLoot Bag,39.90638,7.6,0.5,0.5,18
pickupLoot Bag,43.056377,1.95,0.5,0.5,19
pickupLoot Bag,45.40638,-3.15,0.5,0.5,20
pickupLoot Bag,48.480713,-0.45000002,0.5,0.5,21
pickupLoot Bag,50.480713,-0.45000002,0.5,0.5,22
pickupLoot Bag,52.530712,-0.45000002,0.5,0.5,23
pickupLoot Bag,54.480713,-0.45000002,0.5,0.5,24
pickupLoot Bag,57.442436,-6.4,0.5,0.5,25
platform1,60.798363,-7.1,1.6,0.1,26
platform3,64.04099,-7.1,1.6,0.1,27
platform4,67.27463,-7.1,1.6,0.1,28
platform3,70.53846,-7.1,1.6,0.1,29
platform6,73.90457,-7.1,1.6,0.1,30
platform6,77.044754,-7.1,1.6,0.1,31
crumblingPlatform,80.31329,-7.1,1.60,0.10,32
crumblingPlatform,83.58679,-7.1,1.60,0.10,33
crumblingPlatform,86.83679,-7.1,1.60,0.10,34
crumblingPlatform,90.13679,-7.1,1.60,0.10,35
crumblingPlatform,93.43679,-7.1,1.60,0.10,36
crumblingPlatform,98.556404,-7.05,1.60,0.10,37
crumblingPlatform,103.90742,-7.1,1.60,0.10,38
