#data/Backgrounds/Dungeon/
platform1,1.5361762,-10.7,1.60,0.07,1
platform3,40.631523,-5.15,1.60,0.07,2
platform10,44.376434,-3.0,1.60,0.07,3
platform8,48.626434,-1.45,1.60,0.07,4
pickupDashBoots,7.8723545,7.6,0.5,0.5,5
platform8,1.5361762,-5.85,1.6,0.1,6
platform11,1.5361762,-0.5,1.6,0.1,7
platform11,1.4812887,4.85,1.6,0.1,8
platform4,26.600872,-9.900001,1.6,0.1,9
platform7,-8.172528,-11.05,1.6,0.1,10
platform1,36.618877,-9.900001,1.6,0.1,11
pickupLoot Bag,32.05388,-6.05,0.5,0.5,12
pickupLoot Bag,34.944332,-7.9,0.5,0.5,13
pickupLoot Bag,29.04433,-7.9,0.5,0.5,14
platform10,68.178665,-3.2,1.6,0.1,15
pickupLoot Bag,55.598328,2.0,0.5,0.5,16
pickupLoot Bag,57.498325,2.0,0.5,0.5,17
pickupLoot Bag,59.54833,1.95,0.5,0.5,18
pickupLoot Bag,61.54833,2.0,0.5,0.5,19
pickupLoot Bag,63.54833,2.0,0.5,0.5,20
pickupLoot Bag,68.14461,3.95,0.5,0.5,21
platform8,87.30137,1.1,1.6,0.1,22
pickupLoot Coins,72.65897,-2.2,0.5,0.5,23
pickupLoot Coins,75.26781,-1.0,0.5,0.5,24
pickupLoot Coins,77.717804,0.15,0.5,0.5,25
pickupLoot Coins,80.26781,1.2,0.5,0.5,26
platform7,104.15485,-8.3,1.6,0.1,27
platform4,107.40485,-8.3,1.6,0.1,28
platform3,110.65485,-8.3,1.6,0.1,29
platform3,113.88608,-8.3,1.6,0.1,30
platform6,117.13608,-8.3,1.6,0.1,31
platform7,120.35674,-8.3,1.6,0.1,32
enemy,104.09374,-7.3,100,35,33
enemy,123.441475,-7.2000003,100,35,34
platform8,97.44829,1.15,1.6,0.1,35
platform8,100.544846,-2.8,1.6,0.1,36
platform5,123.64148,-8.3,1.6,0.1,37
enemy,113.730385,-7.25,100,35,38
pickupHealth,99.834656,-1.9,0.5,0.5,39
pickupShield,101.28466,-1.85,0.5,0.5,40
pickupLoot Treasure Sack,102.45837,4.9500003,0.5,0.5,41
pickupLoot Treasure Sack,106.00836,2.1000001,0.5,0.5,42
pickupLoot Treasure Sack,109.20837,5.05,0.5,0.5,43
platform10,119.56837,2.8,1.6,0.1,44
pickupLoot Coins,112.018364,5.0,0.5,0.5,45
pickupLoot Coins,114.46837,5.0,0.5,0.5,46
pickupLoot Coins,116.918365,4.9500003,0.5,0.5,47
platform11,140.62602,2.95,1.6,0.1,48
platform9,160.82298,2.95,1.6,0.1,49
platform10,171.5263,-8.0,1.6,0.1,50
platform10,174.62631,-8.0,1.6,0.1,51
platform8,177.82631,-7.9500003,1.6,0.1,52
enemy,171.5263,-7.0,100,35,53
enemy,174.67632,-7.0,100,35,54
enemy,177.67632,-7.0,100,35,55
exit,174.85506,-11.55,1.30,0.60,56
